record_id,db_source,author,year,title,doi,reviewer1,reviewer2,reviewer3,exclusion_reason
149,WoS,Bakkar,2019,"Montmorency cherry supplementation attenuates vascular dysfunction induced by prolonged forearm occlusion in overweight, middle-aged men",10.1152/japplphysiol.00804.2018,include,include,include,
150,WoS,Wang,2018,Vasculoprotective Effects of Pomegranate (Punica granatum L.),10.3389/fphar.2018.00544,exclude,exclude,exclude,Review or non-original article
151,WoS,Parichatikanond,2012,"Blockade of the Renin-Angiotensin System with Delphinidin, Cyanin, and Quercetin",10.1055/s-0032-1315198,exclude,exclude,exclude,Animal or in vitro study
152,WoS,Cook,2025,Effects of New Zealand Black Currant Extract on Exercising Substrate Utilization and Postexercise Blood Pressure in Men and Women,10.1123/ijsnem.2024-0108,include,include,include,
153,WoS,Herrera-Arellano,2007,"Clinical effects produced by a standardized herbal medicinal product of Hibiscus sabdariffa on patients with hypertension.: A randomized, double-blind, lisinopril-controlled clinical trial",10.1055/s-2006-957065,include,include,include,
154,WoS,Festa,2022,Elderberries as a potential supplement to improve vascular function in a SARS-CoV-2 environment,10.1111/jfbc.14091,exclude,exclude,exclude,Review or non-original article
155,WoS,Zhu,2016,The Effect of Anthocyanins on Blood Pressure A PRISMA-Compliant Meta-Analysis of Randomized Clinical Trials,10.1097/md.0000000000003380,include,include,include,
156,WoS,Derbyshire,2026,"Polyphenols and Cardiovascular Health: Emerging Relevance for Blueberries, Grapes, and Red-Fleshed Table Grapes",10.3390/nu18121968,exclude,exclude,exclude,Review or non-original article
157,WoS,Curtis,2022,"Blueberry anthocyanin intake attenuates the postprandial cardiometabolic effect of an energy-dense food challenge: Results from a double blind, randomized controlled trial in metabolic syndrome participants",10.1016/j.clnu.2021.11.030,include,include,include,
158,WoS,Mihailavic-Stanojevic,2016,"Moderate consumption of alcohol-free red wine provide more beneficial effects on systemic haemodynamics, lipid profile and oxidative stress in spontaneously hypertensive rats than red wine",10.1016/j.jff.2016.08.051,exclude,exclude,exclude,Animal or in vitro study
159,WoS,Shan,2023,New Zealand Blackcurrant Increases Postexercise Hypotension Following Sustained Moderate-Intensity Exercise,10.1123/ijsnem.2023-0014,include,include,include,
160,WoS,Ciocoiu,2013,The Involvement of a Polyphenol-Rich Extract of Black Chokeberry in Oxidative Stress on Experimental Arterial Hypertension,10.1155/2013/912769,exclude,exclude,exclude,Animal or in vitro study
161,WoS,Kong,2023,Prospective Associations between Cumulative Average Intake of Flavonoids and Hypertension Risk in the CArdioVascular Disease Association Study (CAVAS),10.3390/nu15051186,include,include,include,
162,WoS,do Rosario,2021,"Food anthocyanins decrease concentrations of TNF-α in older adults with mild cognitive impairment: A randomized, controlled, double blind clinical trial",10.1016/j.numecd.2020.11.024,include,include,include,
163,WoS,Ellis,2026,"A randomised, double-blind, placebo-controlled trial to assess the postprandial dose-dependent effects of wild blueberries on metabolic and cognitive outcomes following a high-carbohydrate breakfast",10.1007/s00394-026-03974-0,include,include,include,
164,WoS,Erdal,2022,"Application of ultrasound to the organic cornelian cherry (Cornus mas L.) vinegar: Changes in antibacterial, antidiabetic, antihypertensive, and anticancer activities",10.1111/jfpp.16952,exclude,exclude,exclude,Animal or in vitro study
165,WoS,Sahin,2023,Intake Duration of Anthocyanin-Rich New Zealand Blackcurrant Extract Affects Cardiovascular Responses during Moderate-Intensity Walking But Not at Rest,10.1080/19390211.2021.2005214,include,include,include,
166,WoS,Heiss,2018,"Interventions to slow cardiovascular aging: Dietary restriction, drugs and novel molecules",10.1016/j.exger.2017.06.015,exclude,exclude,exclude,Review or non-original article
167,WoS,Mykkänen,2014,Wild Blueberries (Vaccinium myrtillus) Alleviate Inflammation and Hypertension Associated with Developing Obesity in Mice Fed with a High-Fat Diet,10.1371/journal.pone.0114790,exclude,exclude,exclude,Animal or in vitro study
168,WoS,Wang,2024,Associations of Flavonoid Intakes with Mortality among Populations with Hypertension: A Prospective Cohort Study,10.3390/nu16101534,include,include,include,
169,WoS,Das,2023,Harnessing polyphenol power by targeting eNOS for vascular diseases,10.1080/10408398.2021.1971153,exclude,exclude,exclude,Review or non-original article
170,WoS,Maeda-Yamamoto,2018,"A Randomized, Placebo-Controlled Study on the Safety and Efficacy of Daily Ingestion of Green Tea (Camellia sinensis L.) cv. ""Yabukita"" and ""Sunrouge"" on Eyestrain and Blood Pressure in Healthy Adults",10.3390/nu10050569,include,include,include,
171,WoS,Bhaswant,2019,"Queen Garnet plum juice and raspberry cordial in mildly hypertensive obese or overweight subjects: A randomized, double-blind study",10.1016/j.jff.2019.03.011,include,include,include,
172,WoS,Cheplick,2010,Phenolic-linked variation in strawberry cultivars for potential dietary management of hyperglycemia and related complications of hypertension,10.1016/j.biortech.2009.07.068,exclude,exclude,exclude,Animal or in vitro study
173,WoS,Fushimi,2023,"Impact of cyanidin 3-O-glucoside on rat microand systemic circulation, possibly thorough angiogenesis",10.3164/jcbn.22-50,exclude,exclude,exclude,Animal or in vitro study
174,WoS,Kodikara,2026,Effects of Saskatoon Berry Supplementation on Cardiovascular Function in Spontaneously Hypertensive Rats,10.3390/app16136725,exclude,exclude,exclude,Animal or in vitro study
175,WoS,Ishiguro,2012,Hypotensive effect of a sweetpotato protein digest in spontaneously hypertensive rats and purification of angiotensin I-converting enzyme inhibitory peptides,10.1016/j.foodchem.2011.09.038,exclude,exclude,exclude,Animal or in vitro study
176,WoS,López-Fernández-Sobrino,2021,Enzyme-Assisted Extraction to Obtain Phenolic-Enriched Wine Lees with Enhanced Bioactivity in Hypertensive Rats,10.3390/antiox10040517,exclude,exclude,exclude,Animal or in vitro study
177,WoS,Ojeda,2010,Inhibition of angiotensin convertin enzyme (ACE) activity by the anthocyanins delphinidin- and cyanidin-3-O-sambubiosides from Hibiscus sabdariffa,10.1016/j.jep.2009.09.059,exclude,exclude,exclude,Animal or in vitro study
178,WoS,Seymour,2010,Whole Grape Intake Impacts Cardiac Peroxisome Proliferator-Activated Receptor and Nuclear Factor κB Activity and Cytokine Expression in Rats With Diastolic Dysfunction,10.1161/hypertensionaha.109.149393,exclude,exclude,exclude,Animal or in vitro study
179,WoS,Horiuchi,2025,Post-Exercise Hypotension after Exercising in Hypoxia with and Without Tart Cherry Supplementation,10.1089/ham.2024.0076,include,include,include,
180,WoS,Alsayed,2020,Aqueous Fraction fromHibiscus sabdariffaRelaxes Mesenteric Arteries of Normotensive and Hypertensive Rats through Calcium Current Reduction and Possibly Potassium Channels Modulation,10.3390/nu12061782,exclude,exclude,exclude,Animal or in vitro study
181,WoS,Sabra,2021,"Grape bioactive molecules, and the potential health benefits in reducing the risk of heart diseases",10.1016/j.fochx.2021.100149,exclude,exclude,exclude,Review or non-original article
182,WoS,Broncel,2010,"Aronia melanocarpa extract reduces blood pressure, serum endothelin, lipid, and oxidative stress marker levels in patients with metabolic syndrome",,include,include,include,
183,WoS,Thilavech,2017,Naturally occurring anthocyanin cyanidin-3-rutinoside possesses inherent vasorelaxant actions and prevents methylglyoxal-induced vascular dysfunction in rat aorta and mesenteric arterial bed,10.1016/j.biopha.2017.09.053,exclude,exclude,exclude,Animal or in vitro study
184,WoS,Inuwa,2012,Long-term ingestion of Hibiscus sabdariffa calyx extract enhances myocardial capillarization in the spontaneously hypertensive rat,10.1258/ebm.2012.011357,exclude,exclude,exclude,Animal or in vitro study
185,WoS,Wang,2025,Pioneering Insights into the Complexities of Salt-Sensitive Hypertension: Central Nervous System Mechanisms and Dietary Bioactive Compound Interventions,10.3390/nu17243961,exclude,exclude,exclude,Review or non-original article
186,WoS,Krga,2018,Anthocyanins and their gut metabolites attenuate monocyte adhesion and transendothelial migration through nutrigenomic mechanisms regulating endothelial cell permeability,10.1016/j.freeradbiomed.2018.06.027,exclude,exclude,exclude,Animal or in vitro study
187,WoS,Huang,2018,Malvidin and its Glycosides from Vaccinium ashei Improve Endothelial Function by Anti-inflammatory and Angiotensin I-Converting Enzyme Inhibitory Effects,,exclude,exclude,exclude,Animal or in vitro study
188,WoS,Aviram,2004,"Pomegranate juice consumption for 3 years by patients with carotid artery stenosis reduces common carotid intima-media thickness, blood pressure and LDL oxidation",10.1016/j.clnu.2003.10.002,include,include,include,
189,WoS,Vendrame,2014,Wild blueberry consumption affects aortic vascular function in the obese Zucker rat,10.1139/apnm-2013-0249,exclude,exclude,exclude,Animal or in vitro study
190,WoS,Pedret,2024,"A red-fleshed apple rich in anthocyanins improves endothelial function, reduces inflammation, and modulates the immune system in hypercholesterolemic subjects: the AppleCOR study",10.1039/d3fo05114e,include,include,include,
191,WoS,Suda,2003,Physiological functionality of purple-fleshed sweet potatoes containing anthocyanins and their utilization in foods,10.6090/jarq.37.167,exclude,exclude,exclude,Review or non-original article
192,WoS,Klimis-Zacas,2016,Wild blueberries attenuate risk factors of the metabolic syndrome,10.3233/jbr-160136,exclude,exclude,exclude,Review or non-original article
193,WoS,Desai,2019,Effects of Montmorency tart cherry supplementation on cardio-metabolic markers in metabolic syndrome participants: A pilot study,10.1016/j.jff.2019.04.005,include,include,include,
194,WoS,Skoczynska,2007,Influence of chokeberry juice on arterial blood pressure and lipid parameters in men with mild hypercholesterolemia,,include,include,include,
195,WoS,Kiani,2026,Comparison of Hibiscus sabdariffa L. extract and hydrochlorothiazide as adjuncts to Valsartan in managing hypertension in type 2 diabetic nephropathy: A randomized clinical trial,10.22038/ajp.2025.26575,include,include,include,
196,WoS,Arbizu,2023,"Dark Sweet Cherry (Prunus avium) Supplementation Reduced Blood Pressure and Pro-Inflammatory Interferon Gamma (IFNγ) in Obese Adults without Affecting Lipid Profile, Glucose Levels and Liver Enzymes",10.3390/nu15030681,include,include,include,
197,WoS,Sinclair,2021,Effects of Montmorency Tart Cherry and Blueberry Juice on Cardiometabolic Outcomes in Healthy Individuals: Protocol for a 3-Arm Placebo Randomized Controlled Trial,10.3390/ijerph18189759,exclude,exclude,exclude,"Protocol, abstract or other non-report"
198,WoS,García-Conesa,2018,Meta-Analysis of the Effects of Foods and Derived Products Containing Ellagitannins and Anthocyanins on Cardiometabolic Biomarkers: Analysis of Factors Influencing Variability of the Individual Responses,10.3390/ijms19030694,include,include,include,
199,WoS,Ockermann,2021,A Review of the Properties of Anthocyanins and Their Influence on Factors Affecting Cardiometabolic and Cognitive Health,10.3390/nu13082831,exclude,exclude,exclude,Review or non-original article
200,WoS,Parklak,2024,"Nutraceutical Properties of Thai Mulberry (Morus alba L.) and Their Effects on Metabolic and Cardiovascular Risk Factors in Individuals with Obesity: A Randomized, Single-Blind Crossover Trial",10.3390/nu16244336,include,include,include,
201,WoS,Speciale,2014,Bioavailability and molecular activities of anthocyanins as modulators of endothelial function,10.1007/s12263-014-0404-8,exclude,exclude,exclude,Review or non-original article
202,WoS,Castro-Acosta,2016,"Drinks containing anthocyanin-rich blackcurrant extract decrease postprandial blood glucose, insulin and incretin concentrations",10.1016/j.jnutbio.2016.09.002,exclude,exclude,exclude,Other reason not meeting eligibility criteria
203,WoS,Shao,2021,Cyanidin-3-O-β-glucoside protects against pulmonary artery hypertension induced by monocrotaline via the TGF-β1/p38 MAPK/CREB signaling pathway,10.3892/mmr.2021.11977,exclude,exclude,exclude,Animal or in vitro study
204,WoS,Aguilera,2016,Phenolic compounds in fruits and beverages consumed as part of the mediterranean diet: their role in prevention of chronic diseases,10.1007/s11101-015-9443-z,exclude,exclude,exclude,Review or non-original article
205,WoS,Al-Awwadi,2005,"dExtracts enriched in different polyphenolic families normalize increased cardiac NADPH oxidase expression while having differential effects on insulin resistance, hypertension, and cardiac hypertrophy in high-fructose-fed rats",10.1021/jf048919f,exclude,exclude,exclude,Animal or in vitro study
